steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
410380,HEX: Shards of Fate,game,0.0,2016-04-19,87.0,1186.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410380/header.jpg?t=1481648744
410390,Warhammer: Vermintide VR - Hero Trials,game,0.0,2016-12-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410390/header.jpg?t=1482323381
410430,Morphine,game,2.99,2015-10-28,,321.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410430/header.jpg?t=1480627221
410440,Vertigo Void,game,1.99,2015-10-30,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410440/header.jpg?t=1465464652
410470,Expander,game,2.99,2015-12-01,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410470/header.jpg?t=1448977684
410490,Elements: Epic Heroes,game,6.99,2015-12-21,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410490/header.jpg?t=1450784487
410540,Starlord,game,6.99,2015-11-13,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410540/header.jpg?t=1468248931
410550,Tank: M1A1 Abrams Battle Simulation,game,6.99,2015-11-13,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410550/header.jpg?t=1468248329
410570,Gunjack,game,9.99,2016-04-05,,110.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410570/header.jpg?t=1478268489
410590,Fiends of Imprisonment,game,1.99,2015-10-20,,414.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410590/header.jpg?t=1478338666
410670,Suits: A Business RPG,game,0.99,2016-01-05,,505.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410670/header.jpg?t=1479170131
410710,System Shock: Enhanced Edition,game,9.99,2015-10-22,85.0,259.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410710/header.jpg?t=1466791206
410770,Roads of Rome,game,3.99,2015-10-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410770/header.jpg?t=1447378484
410820,Starward Rogue,game,11.99,2016-01-22,,311.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410820/header.jpg?t=1478030264
410840,Rock God Tycoon,game,9.99,2016-11-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410840/header.jpg?t=1481914794
410850,DRAGON QUEST HEROES™ Slime Edition,game,39.99,2015-12-03,,667.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410850/header.jpg?t=1449162079
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,game,7.99,2015-11-13,,172.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410890/header.jpg?t=1479808035
410910,Deathless: The City's Thirst,game,3.99,2015-10-23,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410910/header.jpg?t=1447378496
410970,Master of Orion 1,game,0.0,2016-02-25,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410970/header.jpg?t=1481191197
410980,Master of Orion 2,game,0.0,2016-02-25,,177.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/410980/header.jpg?t=1481191254
410990,Master of Orion 3,game,0.0,2016-08-25,64.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/410990/header.jpg?t=1481191296
411000,Sorcery! Parts 1 and 2,game,9.99,2016-02-02,69.0,158.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411000/header.jpg?t=1465416810
411060,Roads of Rome 2,game,3.99,2015-10-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411060/header.jpg?t=1447378501
411070,Mass Vector,game,5.99,2015-11-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411070/header.jpg?t=1448646913
411080,SHOWTIME 2073,game,1.99,2016-02-12,,208.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411080/header.jpg?t=1481109834
411120,Galaxy Admirals,game,1.99,2015-11-06,,165.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411120/header.jpg?t=1475224516
411130,Leviathan: the Cargo — Ongoing series,game,10.99,2016-07-10,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411130/header.jpg?t=1472297639
411300,ELEX,game,,2015-05-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411300/header.jpg?t=1478781929
411310,"Codename: Panzers, Phase One",game,14.99,2016-02-18,81.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411310/header.jpg?t=1471957046
411320,"Codename: Panzers, Phase Two",game,14.99,2016-02-18,80.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411320/header.jpg?t=1471957048
411330,Men of Valor,game,9.99,2016-02-09,71.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411330/header.jpg?t=1472036219
411340,Quicken WillMaker Plus 2016,game,59.99,2016-01-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411340/header.jpg?t=1453412987
411350,Quicken Legal Business Pro,game,44.99,2016-01-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411350/header.jpg?t=1453834024
411370,Melty Blood Actress Again Current Code,game,24.99,2016-04-19,,676.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411370/header.jpg?t=1478671620
411390,Getsuei Gakuen -kou-,game,24.99,2015-11-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411390/header.jpg?t=1478671607
411480,BATTLECREW™ Space Pirates,game,,2014-07-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411480/header.jpg?t=1480671444
411520,State of Extinction,game,14.99,2016-11-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411520/header.jpg?t=1482395256
411530,Roads of Rome 3,game,3.99,2015-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411530/header.jpg?t=1447378522
411540,Hybrid Wars,game,17.99,2016-09-29,54.0,111.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411540/header.jpg?t=1480412549
411550,Island Tribe,game,2.99,2015-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411550/header.jpg?t=1447378523
411560,Reveal The Deep,game,0.99,2015-12-04,,911.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411560/header.jpg?t=1478181761
411570,Zombie Exodus,game,7.99,2015-10-23,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411570/header.jpg?t=1447378523
411590,The Rivers of Alice - Extended Version,game,7.99,2015-11-16,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411590/header.jpg?t=1453980899
411600,The Sentient,game,9.99,2016-02-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411600/header.jpg?t=1475905872
411610,Tick's Tales,game,7.99,2016-06-09,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411610/header.jpg?t=1478025870
411620,Pane In The Glass,game,4.99,2016-08-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411620/header.jpg?t=1470650684
411630,Wicked Witches,game,9.99,2015-11-27,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411630/header.jpg?t=1448652218
411680,Loot Hound™,game,8.99,2015-11-17,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411680/header.jpg?t=1479811318
411690,VROOM: Galleon,game,8.99,2015-10-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411690/header.jpg?t=1473179195
411720,Quantum Lock,game,5.99,2016-01-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411720/header.jpg?t=1452244236
411740,Yet Another World,game,3.99,2015-11-30,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411740/header.jpg?t=1449815424
411750,Brick Inventions,game,4.99,2016-03-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411750/header.jpg?t=1476641206
411760,Swordbreaker The Game,game,2.99,2015-11-06,,179.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411760/header.jpg?t=1456405799
411820,The FOO Show featuring Will Smith,game,0.0,2016-04-05,,116.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411820/header.jpg?t=1467068866
411830,SENRAN KAGURA SHINOVI VERSUS,game,29.99,2016-06-01,70.0,1888.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411830/header.jpg?t=1479853365
411860,Save the Creatures,game,1.99,2015-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411860/header.jpg?t=1447585322
411870,Discovering Colors - Animals,game,3.99,2016-04-13,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/411870/header.jpg?t=1478071360
411960,TY the Tasmanian Tiger,game,14.99,2016-12-12,,986.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/411960/header.jpg?t=1481583823
412010,Crossbow Warrior - The Legend of William Tell,game,4.99,2015-12-10,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412010/header.jpg?t=1453880020
412050,HordeZ,game,19.99,2016-04-29,,337.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412050/header.jpg?t=1479431986
412130,Era of Majesty,game,5.99,2016-02-26,,149.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412130/header.jpg?t=1456527640
412140,Electric Highways,game,0.0,2015-10-28,,831.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412140/header.jpg?t=1452252971
412150,Midsummer Night,game,4.99,2016-06-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412150/header.jpg?t=1476995813
412170,City of Chains,game,8.99,2015-12-08,,111.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412170/header.jpg?t=1449653989
412230,Ohio Jack and The Cup Of Eternity,game,3.99,2015-12-22,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412230/header.jpg?t=1466749863
412250,Empires Of Creation,game,4.99,2015-11-20,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412250/header.jpg?t=1480059811
412270,Stories of Bethem: Full Moon,game,6.99,2015-12-11,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412270/header.jpg?t=1469463063
412290,The Dreamlord,game,3.99,2016-12-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412290/header.jpg?t=1481657875
412310,Labyrinth,game,9.99,2016-03-07,,104.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412310/header.jpg?t=1478817075
412370,Parallels,game,4.99,2015-11-13,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412370/header.jpg?t=1447448799
412380,Legend (1994),game,4.99,2015-11-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412380/header.jpg?t=1454534064
412400,GASP,game,0.0,2016-01-19,,1045.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412400/header.jpg?t=1453193946
412410,Castle Chaos,game,7.99,2015-12-08,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412410/header.jpg?t=1455613784
412440,Jane's Realty,game,2.99,2015-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412440/header.jpg?t=1447378570
412450,The Black Death,game,19.99,2016-04-19,,994.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412450/header.jpg?t=1479400856
412460,Villagers,game,19.99,2016-03-25,,216.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412460/header.jpg?t=1478616513
412470,Metal War Online: Retribution,game,0.0,2015-12-01,,523.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412470/header.jpg?t=1450113155
412480,Turtle Odyssey,game,2.99,2015-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412480/header.jpg?t=1447378571
412490,Yrminsul,game,9.99,2016-03-02,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412490/header.jpg?t=1457017401
412520,Evil Defenders,game,9.99,2015-11-11,,237.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412520/header.jpg?t=1447427726
412530,Atlantic Quest 2 - New Adventure -,game,6.99,2016-04-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412530/header.jpg?t=1471262738
412540,The Minotaur,game,1.99,2016-01-21,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412540/header.jpg?t=1468579091
412560,Pro Basketball Manager 2016 - US Edition,game,9.99,2016-02-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412560/header.jpg?t=1457013065
412600,Lup,game,0.99,2016-04-01,,146.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412600/header.jpg?t=1459526510
412620,CropDuster Supreme,game,0.99,2017-01-16,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412620/header.jpg?t=1484600133
412660,Klang,game,14.99,2016-09-22,71.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412660/header.jpg?t=1478613470
412670,Bullet Heaven 2,game,11.99,2015-12-07,,162.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412670/header.jpg?t=1473677549
412720,SMASH+GRAB,game,,2016-09-27,,1452.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412720/header.jpg?t=1476747398
412730,Days Under Custody,game,4.99,2015-11-23,,136.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/412730/header.jpg?t=1455020803
412740,Audioshield,game,19.99,2016-04-05,,1309.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412740/header.jpg?t=1478205328
412770,Boogeyman,game,7.99,2015-11-02,,235.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412770/header.jpg?t=1472652610
412790,Adventure Time: Magic Man's Head Games,game,4.99,2016-04-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412790/header.jpg?t=1465391368
412830,STEINS;GATE,game,34.99,2016-09-08,87.0,813.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412830/header.jpg?t=1473395585
412860,Zombie Office Politics,game,3.99,2015-12-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412860/header.jpg?t=1476022648
412880,Drift Streets Japan,game,4.99,2015-12-21,,2071.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412880/header.jpg?t=1466622254
412930,Farm Mania: Hot Vacation,game,3.99,2015-10-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412930/header.jpg?t=1447378593
412940,Back to Dinosaur Island,game,0.0,2015-11-18,,528.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412940/header.jpg?t=1478096315
412970,Beatbuddy: On Tour,game,6.99,2015-12-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/412970/header.jpg?t=1449252041
413030,Mytheon,game,9.99,2015-12-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413030/header.jpg?t=1478033453
413110,Hero's Song™,game,19.99,2016-11-07,,165.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413110/header.jpg?t=1480461740
413150,Stardew Valley,game,14.99,2016-02-26,88.0,45073.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/413150/header.jpg?t=1469816833
413170,Metal Assault,game,0.0,2016-03-18,,262.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413170/header.jpg?t=1458331635
413410,Danganronpa: Trigger Happy Havoc,game,29.99,2016-02-18,83.0,2227.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/413410/header.jpg?t=1478567887
413420,Danganronpa 2: Goodbye Despair,game,29.99,2016-04-18,84.0,1638.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/413420/header.jpg?t=1478567931
413460,Draft Day Sports College Basketball 3,game,19.99,2015-11-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413460/header.jpg?t=1448293469
413470,Where Angels Cry: Tears of the Fallen (Collector's Edition),game,14.99,2015-11-09,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413470/header.jpg?t=1478624849
413480,101 Ways to Die,game,9.99,2016-03-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413480/header.jpg?t=1477940689
413490,Rothschild: The Sheep Will Wake,game,9.99,2015-11-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413490/header.jpg?t=1448269606
413500,Rocket Fist,game,4.99,2016-05-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/413500/header.jpg?t=1479325417
413510,The Extinction,game,2.99,2015-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413510/header.jpg?t=1474821993
413540,Recourse,game,39.99,2016-02-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413540/header.jpg?t=1464558825
413580,Reverse x Reverse,game,9.99,2015-12-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413580/header.jpg?t=1478564776
413680,Statues,game,4.99,2015-10-27,,128.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413680/header.jpg?t=1450036451
413700,Run Turn Die,game,2.99,2016-05-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413700/header.jpg?t=1466219317
413710,Blood & Gold: Caribbean!,game,19.99,2015-12-10,,571.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413710/header.jpg?t=1478176865
413740,Mines of Mars,game,6.99,2015-12-18,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413740/header.jpg?t=1450459676
413760,Go To Bed: Survive The Night,game,4.99,2015-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413760/header.jpg?t=1447378626
413830,Overdosed - A Trip To Hell,game,6.99,2016-05-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/413830/header.jpg?t=1464000803
413870,Sickness,game,14.99,2016-01-20,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/413870/header.jpg?t=1477855726
414060,iso-Sphere,game,1.99,2015-11-13,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414060/header.jpg?t=1450351614
414070,Shut Up And Dig,game,4.99,2015-11-09,,231.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414070/header.jpg?t=1447386504
414080,Life is Hard,game,8.99,2015-11-03,,303.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/414080/header.jpg?t=1476546611
414090,The Warden,game,11.99,2016-03-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414090/header.jpg?t=1458329381
414120,Modbox,game,19.99,2016-04-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414120/header.jpg?t=1480972782
414130,Fall of the Titanic,game,,2015-12-03,,271.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414130/header.jpg?t=1462403022
414190,Junk Jack,game,14.99,2016-11-30,,140.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/414190/header.jpg?t=1481074465
414260,Ironclads 2: American Civil War,game,9.99,2015-11-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414260/header.jpg?t=1461152386
414290,Princess.Loot.Pixel.Again,game,4.99,2016-04-15,,561.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414290/header.jpg?t=1477057554
414330,We Are Chicago,game,14.99,2017-02-09,49.0,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/414330/header.jpg?t=1486665111
414340,Hellblade: Senua's Sacrifice,game,,2016-12-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414340/header.jpg?t=1483982024
414370,Raining Blobs,game,9.99,2016-01-15,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/414370/header.jpg?t=1478026688
414470,Nightmare on Azathoth,game,5.99,2015-10-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414470/header.jpg?t=1449271972
414500,Caribbean Odyssey,game,2.99,2015-11-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414500/header.jpg?t=1447560940
414510,5089: The Action RPG,game,7.99,2016-02-03,,219.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/414510/header.jpg?t=1475853404
414580,Uriel's Chasm 2: את,game,4.99,2015-11-13,,150.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414580/header.jpg?t=1455848795
414660,Vampire Legends: The True Story of Kisilova,game,9.99,2015-12-03,,153.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/414660/header.jpg?t=1460373355
414720,Astrox: Hostile Space Excavation,game,9.99,2015-11-30,,191.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414720/header.jpg?t=1451287512
414730,Epic Clicker Journey,game,0.0,2016-04-21,,590.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/414730/header.jpg?t=1469605931
414770,Bionite: Origins,game,11.99,2015-12-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414770/header.jpg?t=1466466973
414810,Observatory: A VR Variety Pack,game,9.99,2016-05-12,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414810/header.jpg?t=1468193690
414920,Corgi Warlock,game,2.99,2015-12-03,,122.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414920/header.jpg?t=1480879888
414950,Star Nomad 2,game,12.99,2015-12-14,,118.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/414950/header.jpg?t=1477550216
415000,GTGD S3 How To Make A Game,game,7.99,2016-03-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415000/header.jpg?t=1473654364
415010,The Other 99,game,14.99,2016-08-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415010/header.jpg?t=1481618105
415030,One More Dungeon,game,4.99,2015-11-23,,321.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415030/header.jpg?t=1474888842
415080,Cyber Team Manager,game,7.99,2016-01-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415080/header.jpg?t=1473784720
415140,PD Howler 10,game,69.99,2016-05-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415140/header.jpg?t=1469131286
415150,Pang Adventures,game,9.99,2016-04-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415150/header.jpg?t=1462352190
415200,Motorsport Manager,game,34.99,2016-11-09,82.0,1190.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415200/header.jpg?t=1481823721
415240,Feesh,game,0.99,2016-02-01,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415240/header.jpg?t=1454485865
415270,Star Crusade CCG,game,0.0,2016-09-07,,1413.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415270/header.jpg?t=1479892681
415300,Monster Monpiece,game,,2017-02-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415300/header.jpg?t=1487722250
415330,When In Rome,game,4.99,2015-10-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415330/header.jpg?t=1447378722
415350,Shooting Stars!,game,4.99,2016-01-19,59.0,163.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415350/header.jpg?t=1478168266
415390,Viking Saga: The Cursed Ring,game,2.99,2015-10-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415390/header.jpg?t=1447378724
415400,Cross Set,game,2.99,2015-11-17,,127.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415400/header.jpg?t=1479272902
415420,Nyan Cat: Lost In Space,game,2.99,2015-12-04,,1018.0,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415420/header.jpg?t=1478250717
415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),game,29.99,2016-04-26,,408.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415480/header.jpg?t=1476753030
415490,Lemurzin,game,,2015-11-02,,300.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415490/header.jpg?t=1460669012
415530,"Fly, Glowfly!",game,4.99,2016-07-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415530/header.jpg?t=1468015451
415610,Red Comrades Save the Galaxy: Reloaded,game,3.99,2016-02-18,,262.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415610/header.jpg?t=1480430447
415670,Highrise Heroes: Word Challenge,game,4.99,2016-01-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415670/header.jpg?t=1460748040
415740,OmniBus,game,9.99,2016-05-26,55.0,122.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415740/header.jpg?t=1465939665
415830,Gnomes Garden,game,5.99,2015-12-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415830/header.jpg?t=1459942978
415840,Mystic Saga,game,0.0,2016-01-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415840/header.jpg?t=1454675463
415850,BAD END,game,1.98,2015-11-25,,172.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415850/header.jpg?t=1455224135
415860,Tactical Craft Online,game,0.0,2016-02-12,,970.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415860/header.jpg?t=1477449376
415880,Disc Jam,game,,2014-02-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415880/header.jpg?t=1475005236
415890,Crystal Picnic,game,1.99,2015-11-02,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415890/header.jpg?t=1475563491
